0.64	0.41	0.55	0.47	0.59	0.54	0.43	1.02	0.69	0.44	0.54	1.05	0.60	0.44	0.45	0.35	0.43	0.40	0.36	0.37	1.51	0.74	0.55	0.48	0.71
0.54	0.44	0.46	0.69	0.32	0.77	0.46	0.37	0.70	0.51	0.51	0.95	0.90	0.65	0.42	0.44	0.41	0.39	0.58	0.64	1.80	1.08	0.55	0.55	0.50
0.30	0.53	0.44	0.49	0.40	1.05	0.47	0.36	0.34	0.60	0.39	0.70	0.58	0.77	0.51	0.39	0.36	0.55	0.42	0.61	1.63	0.74	0.60	0.50	0.61
0.43	0.43	0.53	0.53	0.34	0.65	0.60	0.40	0.32	0.60	0.42	0.42	0.52	0.77	0.43	0.48	0.42	0.67	0.73	0.51	0.74	0.69	0.65	0.48	0.49
0.64	0.47	0.42	0.49	0.38	0.44	0.63	0.46	0.35	0.44	0.49	0.37	0.40	0.60	0.58	0.44	0.67	0.49	0.57	0.34	0.48	0.67	0.58	0.55	0.81
0.67	0.60	0.51	0.41	0.50	0.31	0.61	0.61	0.37	0.30	0.67	0.46	0.37	0.51	0.91	0.74	0.41	0.40	0.55	0.45	0.34	0.63	0.49	0.53	0.62
0.62	0.66	0.56	0.54	0.44	0.44	0.49	0.57	0.43	0.46	0.41	0.59	0.49	0.51	0.83	0.65	0.44	0.42	0.34	0.39	0.57	0.72	0.83	0.77	0.84
0.55	0.56	0.50	0.62	0.53	0.40	0.44	0.63	0.44	0.39	0.54	0.47	0.67	0.67	0.90	0.65	0.51	0.54	0.52	0.50	0.53	0.68	0.87	1.04	0.86
0.37	0.38	0.46	0.47	0.63	0.59	0.39	0.47	0.43	0.36	0.47	0.44	0.68	0.69	0.77	0.50	0.59	0.68	0.39	0.36	0.36	0.90	1.12	1.06	0.96
0.39	0.37	0.41	0.58	0.65	0.68	0.53	0.49	0.59	0.54	0.42	0.42	0.53	0.57	0.67	0.72	0.54	0.64	0.52	0.37	0.42	0.80	2.03	0.94	0.92
0.49	0.39	0.38	0.38	0.43	0.56	0.67	0.59	0.72	0.79	0.69	0.57	0.43	0.59	0.64	0.65	0.71	0.72	0.70	0.77	0.63	0.72	2.27	1.73	1.23
0.52	0.44	0.40	0.37	0.43	0.46	0.52	0.85	0.49	0.53	0.95	0.87	0.76	0.93	0.67	0.51	0.63	0.68	0.75	0.76	0.64	0.89	1.41	1.61	0.87
0.55	0.42	0.40	0.37	0.42	0.53	0.50	0.61	0.63	0.61	0.54	0.58	0.82	1.37	0.86	0.55	0.57	0.74	0.90	0.68	0.58	0.79	1.46	1.10	0.57
0.57	0.64	0.42	0.39	0.45	0.37	0.47	0.42	0.61	0.42	0.46	0.72	0.63	0.71	1.30	0.89	0.74	0.93	0.67	0.72	0.76	0.86	1.07	1.72	1.30
0.63	0.69	0.53	0.40	0.45	0.41	0.43	0.33	0.62	0.64	0.59	0.61	0.58	0.69	0.46	1.09	0.94	0.62	0.80	1.06	1.02	1.19	1.13	1.02	2.20
0.47	1.08	0.99	0.62	0.40	0.38	0.39	0.38	0.41	0.88	0.73	0.50	0.59	0.60	0.65	0.41	1.07	0.87	1.06	0.71	0.57	0.79	1.01	0.61	1.06
0.52	0.55	0.47	0.79	0.66	0.38	0.64	0.43	0.60	0.47	0.97	0.68	0.80	0.71	0.61	0.61	0.61	1.15	0.87	0.70	0.90	1.25	0.91	0.90	0.99
0.47	0.46	0.50	0.53	0.92	0.64	0.53	0.55	0.59	0.58	0.49	0.85	1.10	0.75	0.71	0.63	0.47	0.78	1.01	0.92	0.85	1.07	0.77	0.85	1.05
0.41	0.43	0.41	0.37	0.47	0.49	0.96	0.69	0.67	0.64	0.58	0.60	0.79	0.91	0.67	0.64	0.63	0.37	0.95	0.84	0.95	1.05	0.93	0.65	0.84
0.59	0.40	0.37	0.38	0.58	0.40	0.56	0.90	1.01	0.71	0.65	0.67	0.73	0.73	0.79	0.50	0.63	0.53	0.82	0.91	0.84	1.03	0.75	0.77	0.82
0.58	0.59	0.41	0.38	0.42	0.42	0.42	0.36	0.48	0.50	0.74	0.83	0.70	0.69	0.78	0.84	0.63	0.59	0.63	0.83	0.92	1.09	0.71	0.50	0.50
0.35	0.51	0.65	0.37	0.37	0.40	0.45	0.38	0.46	0.52	0.46	1.01	0.95	0.83	0.75	0.85	0.66	0.55	0.41	0.66	0.72	0.87	0.81	0.79	0.76
0.44	0.28	0.50	0.52	0.37	0.37	0.37	0.40	0.41	0.37	0.35	0.48	0.69	0.66	0.63	0.81	1.00	0.74	0.76	0.72	0.79	0.92	0.63	0.61	0.88
0.39	0.39	0.34	0.48	0.70	0.59	0.47	0.39	0.37	0.37	0.48	0.42	0.41	0.60	0.38	0.24	0.46	0.42	0.79	1.01	0.78	0.70	0.64	0.81	0.99
0.39	0.49	0.41	0.52	0.48	0.72	0.49	0.50	0.39	0.31	0.30	0.24	0.32	0.65	0.67	0.39	0.47	0.30	0.23	0.73	0.97	0.79	0.55	0.91	1.10
