0.23	0.26	0.66	0.69	1.18	1.06	0.81	0.50	1.07	0.53	0.54	0.46	0.27	0.41	0.80	0.86	0.35	0.44	0.31	0.40	0.71	0.75	0.83	0.90	0.92
0.37	0.32	0.27	0.31	0.40	0.46	0.22	0.39	0.96	0.39	0.52	0.42	0.38	0.36	0.49	0.75	0.69	0.82	0.36	0.34	0.52	0.77	1.05	0.63	0.27
0.27	0.49	0.71	0.59	0.47	0.33	0.35	0.55	0.57	0.44	0.69	1.08	0.83	0.44	0.38	0.56	0.59	0.55	0.33	0.62	0.40	0.78	0.70	0.52	0.22
0.79	1.04	1.06	0.87	1.47	0.54	0.33	0.88	1.11	0.69	0.94	0.77	0.67	0.64	0.57	0.47	0.50	0.87	0.47	0.56	0.50	0.58	0.62	0.42	0.20
0.40	0.31	0.36	2.06	1.57	0.50	0.89	1.11	0.66	0.83	0.89	0.63	0.87	0.91	0.80	0.41	0.34	0.72	0.74	0.39	0.65	0.76	0.49	0.20	0.26
0.20	0.41	0.65	2.79	1.59	0.37	0.58	0.72	0.62	0.93	1.61	1.12	0.80	0.89	0.81	0.66	0.36	0.36	0.34	0.71	0.71	0.67	0.70	0.54	0.44
0.33	0.53	0.71	1.44	1.39	0.92	0.69	0.73	0.48	0.82	1.41	1.64	0.48	0.52	0.74	0.67	0.49	0.49	0.31	0.47	0.60	0.72	0.93	0.68	0.61
0.35	0.53	0.52	0.96	1.76	1.36	0.71	0.42	0.88	0.50	0.91	1.29	0.83	0.72	0.77	0.49	0.36	0.56	0.36	0.60	0.57	0.51	0.84	0.83	0.55
1.23	0.56	0.50	1.02	1.36	1.47	0.60	0.55	0.63	0.93	0.51	0.88	0.86	0.31	0.69	0.65	0.72	0.38	0.42	0.65	0.91	0.66	0.78	0.65	0.57
0.94	1.83	0.37	1.00	0.92	0.74	0.28	0.36	0.67	0.67	0.43	0.80	0.86	0.42	0.42	0.64	0.72	0.32	0.75	0.80	1.08	1.41	0.86	0.74	0.67
0.70	0.63	0.31	0.60	0.83	0.75	0.43	0.45	0.58	0.50	0.40	0.54	0.70	0.60	0.36	0.60	0.75	0.41	0.83	0.87	1.02	1.41	0.37	0.67	0.60
0.61	0.23	0.32	0.25	0.78	0.55	0.65	0.43	1.00	1.11	0.63	0.47	0.73	0.81	0.53	0.78	0.89	0.56	0.83	1.25	0.97	0.95	0.59	0.44	0.54
0.20	0.41	0.28	0.28	0.82	0.93	0.79	0.72	0.70	1.35	0.66	1.08	0.86	0.58	0.59	0.81	0.85	0.39	0.75	0.55	0.99	0.97	0.43	0.63	0.46
0.63	0.34	0.18	0.32	0.58	0.35	0.31	1.43	0.54	0.92	0.35	0.36	0.41	0.67	0.93	0.81	0.69	0.43	0.84	1.17	1.11	0.63	0.55	0.61	0.22
0.53	0.55	0.46	0.26	0.44	0.43	0.38	0.89	1.25	0.84	0.41	0.22	0.29	0.33	0.49	0.65	0.51	0.62	0.73	1.01	0.70	0.26	0.43	0.70	0.26
0.50	0.50	0.62	0.65	0.25	0.24	0.27	0.63	1.17	0.48	0.33	0.21	0.19	0.21	0.22	0.45	0.35	0.84	0.55	0.86	0.76	0.31	0.75	0.51	0.22
0.51	0.46	0.56	0.25	0.20	0.25	0.21	0.47	0.48	0.67	0.30	0.24	0.20	0.19	0.17	0.48	0.43	0.75	0.52	0.52	0.49	0.43	0.61	0.46	0.23
0.50	0.62	0.68	0.20	0.28	0.32	0.27	0.40	0.33	0.32	0.35	0.37	0.17	0.17	0.24	0.60	0.50	0.70	0.51	0.63	0.45	0.90	0.99	0.35	0.25
0.25	0.35	0.26	0.24	0.35	0.42	0.21	0.62	0.41	0.27	0.44	0.41	0.35	0.20	0.31	0.68	0.35	0.60	0.51	0.61	0.60	0.96	0.38	0.29	1.17
0.70	0.35	0.44	0.50	0.77	0.44	0.26	0.76	0.52	0.48	0.23	0.27	0.37	0.29	0.21	0.25	0.36	0.86	0.69	0.69	0.76	0.37	0.27	0.76	0.69
1.22	1.28	1.26	0.89	0.45	0.26	0.33	0.54	0.59	0.74	0.27	0.22	0.30	0.27	0.17	0.40	0.39	1.04	0.49	0.62	0.39	0.29	0.71	0.75	0.51
0.43	0.49	0.35	0.42	0.33	0.30	0.36	0.89	0.62	0.53	0.24	0.26	0.23	0.25	0.42	0.45	0.64	0.90	0.41	1.20	0.27	0.57	0.71	0.53	0.44
0.24	0.23	0.42	0.32	0.33	0.26	0.17	0.29	0.61	0.62	0.34	0.28	0.21	0.19	0.39	0.27	0.46	0.73	0.68	0.67	0.42	0.55	0.47	0.75	0.83
0.25	0.29	0.35	0.27	0.34	0.35	0.42	0.26	0.17	0.19	0.33	0.24	0.23	0.17	0.21	0.33	0.30	0.37	0.65	0.38	0.42	0.44	0.65	0.99	1.12
0.37	0.31	0.41	0.35	0.45	0.62	0.68	0.47	0.54	0.47	0.39	0.31	0.27	0.33	0.44	0.32	0.36	0.41	0.31	0.23	0.36	0.28	0.32	0.29	0.32
